,# STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
2015-04-12 09:00:00,286,20150412,10,230,80,80,110,114,     ,57,10,213,0,0,     ,     ,     ,68,     ,6,     ,     ,     ,     ,     
2015-04-12 10:00:00,286,20150412,11,240,80,80,120,125,     ,40,10,249,0,0,     ,     ,     ,56,     ,6,     ,     ,     ,     ,     
2015-04-12 11:00:00,286,20150412,12,250,90,80,120,125,   43,26,8,226,0,0,     ,     ,     ,51,     ,6,     ,     ,     ,     ,     
2015-04-12 12:00:00,286,20150412,13,240,90,80,140,133,     ,35,8,221,0,0,     ,     ,     ,51,     ,6,     ,     ,     ,     ,     
2015-04-12 13:00:00,286,20150412,14,230,90,90,140,139,     ,35,10,223,0,0,     ,     ,     ,49,     ,6,     ,     ,     ,     ,     
2015-04-12 14:00:00,286,20150412,15,210,100,90,140,141,     ,29,9,174,0,0,     ,     ,     ,47,     ,6,     ,     ,     ,     ,     
2015-04-12 15:00:00,286,20150412,16,210,90,90,140,140,     ,30,10,144,0,0,     ,     ,     ,47,     ,6,     ,     ,     ,     ,     
2015-04-12 16:00:00,286,20150412,17,220,80,70,140,127,     ,32,10,72,0,0,     ,     ,     ,52,     ,6,     ,     ,     ,     ,     
2015-04-12 17:00:00,286,20150412,18,220,80,70,120,121,  112,23,7,17,0,0,     ,     ,     ,51,     ,6,     ,     ,     ,     ,     
2015-04-12 18:00:00,286,20150412,19,210,70,70,100,111,     ,30,0,1,0,0,     ,     ,     ,57,     ,6,     ,     ,     ,     ,     
2015-04-12 19:00:00,286,20150412,20,210,70,70,100,108,     ,42,0,0,0,0,     ,     ,     ,64,     ,6,     ,     ,     ,     ,     
2015-04-12 20:00:00,286,20150412,21,240,100,120,170,126,     ,40,0,0,0,0,     ,     ,     ,56,     ,6,     ,     ,     ,     ,     
2015-04-12 21:00:00,286,20150412,22,290,150,150,210,87,     ,48,0,0,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2015-04-12 22:00:00,286,20150412,23,280,100,80,170,67,     ,57,0,0,7,4,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-12 23:00:00,286,20150412,24,300,90,80,170,63,   61,39,0,0,4,2,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-13 00:00:00,286,20150413,1,300,70,70,120,63,     ,40,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-13 01:00:00,286,20150413,2,280,60,50,110,51,     ,38,0,0,0,-1,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-13 02:00:00,286,20150413,3,280,40,40,60,34,     ,20,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-13 03:00:00,286,20150413,4,260,40,40,60,37,     ,23,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-13 04:00:00,286,20150413,5,250,40,40,60,32,     ,21,0,2,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-13 05:00:00,286,20150413,6,250,40,50,80,53,   27,39,8,29,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-13 06:00:00,286,20150413,7,260,50,60,80,71,     ,49,10,81,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-13 07:00:00,286,20150413,8,270,60,60,90,82,     ,58,8,125,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-13 08:00:00,286,20150413,9,270,70,60,90,95,     ,48,6,145,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2015-04-13 09:00:00,286,20150413,10,290,70,80,100,101,     ,46,7,180,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2015-04-13 10:00:00,286,20150413,11,280,80,80,120,115,     ,29,7,215,0,0,     ,     ,     ,55,     ,6,     ,     ,     ,     ,     
2015-04-13 11:00:00,286,20150413,12,300,80,80,120,119,   52,27,9,246,0,0,     ,     ,     ,53,     ,6,     ,     ,     ,     ,     
2015-04-13 12:00:00,286,20150413,13,310,80,70,110,114,     ,34,8,212,0,0,     ,     ,     ,58,     ,6,     ,     ,     ,     ,     
2015-04-13 13:00:00,286,20150413,14,300,80,80,110,111,     ,36,5,165,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2015-04-13 14:00:00,286,20150413,15,300,80,80,110,107,     ,36,8,160,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2015-04-13 15:00:00,286,20150413,16,310,70,60,100,102,     ,33,10,142,0,0,     ,     ,     ,62,     ,6,     ,     ,     ,     ,     
2015-04-13 16:00:00,286,20150413,17,310,60,50,80,92,     ,33,10,81,0,0,     ,     ,     ,67,     ,6,     ,     ,     ,     ,     
2015-04-13 17:00:00,286,20150413,18,320,40,40,60,71,   64,30,8,27,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2015-04-13 18:00:00,286,20150413,19,310,30,20,40,42,     ,26,0,2,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2015-04-13 19:00:00,286,20150413,20,250,20,10,20,45,     ,32,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-13 20:00:00,286,20150413,21,190,20,20,20,33,     ,23,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-13 21:00:00,286,20150413,22,210,20,20,20,37,     ,31,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-13 22:00:00,286,20150413,23,200,20,20,30,38,     ,29,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-13 23:00:00,286,20150413,24,210,30,30,40,38,   11,25,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-14 00:00:00,286,20150414,1,210,30,30,40,39,     ,27,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-14 01:00:00,286,20150414,2,210,40,40,50,40,     ,26,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-14 02:00:00,286,20150414,3,200,40,40,60,48,     ,27,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-14 03:00:00,286,20150414,4,190,40,40,60,41,     ,23,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2015-04-14 04:00:00,286,20150414,5,210,40,40,60,55,     ,33,0,1,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-14 05:00:00,286,20150414,6,200,40,50,60,67,   31,35,0,9,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2015-04-14 06:00:00,286,20150414,7,200,50,60,80,85,     ,48,0,28,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2015-04-14 07:00:00,286,20150414,8,220,70,70,100,116,     ,72,4,97,0,0,     ,     ,     ,74,     ,6,     ,     ,     ,     ,     
2015-04-14 08:00:00,286,20150414,9,220,80,70,120,133,     ,77,10,173,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2015-04-14 09:00:00,286,20150414,10,230,80,80,120,148,     ,87,9,213,0,0,     ,     ,     ,67,     ,6,     ,     ,     ,     ,     
2015-04-14 10:00:00,286,20150414,11,240,90,90,120,148,     ,77,7,206,0,0,     ,     ,     ,62,     ,6,     ,     ,     ,     ,     
2015-04-14 11:00:00,286,20150414,12,240,80,100,130,155,   66,80,1,148,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2015-04-14 12:00:00,286,20150414,13,260,90,80,130,164,     ,95,5,195,0,0,     ,     ,     ,64,     ,6,     ,     ,     ,     ,     
2015-04-14 13:00:00,286,20150414,14,250,90,80,160,172,     ,91,9,218,0,0,     ,     ,     ,59,     ,6,     ,     ,     ,     ,     
2015-04-14 14:00:00,286,20150414,15,280,80,90,120,164,     ,93,10,191,0,0,     ,     ,     ,63,     ,6,     ,     ,     ,     ,     
2015-04-14 15:00:00,286,20150414,16,270,90,80,130,149,     ,81,10,150,0,0,     ,     ,     ,64,     ,6,     ,     ,     ,     ,     
2015-04-14 16:00:00,286,20150414,17,300,70,70,120,123,     ,80,10,82,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2015-04-14 17:00:00,286,20150414,18,280,50,40,80,105,   99,78,8,26,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2015-04-14 18:00:00,286,20150414,19,260,40,40,50,106,     ,81,0,1,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-14 19:00:00,286,20150414,20,240,30,30,40,102,     ,81,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2015-04-14 20:00:00,286,20150414,21,240,40,40,50,105,     ,81,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-14 21:00:00,286,20150414,22,240,30,30,50,102,     ,79,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-14 22:00:00,286,20150414,23,220,30,30,40,96,     ,77,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2015-04-14 23:00:00,286,20150414,24,210,40,40,50,96,   88,76,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2015-04-15 00:00:00,286,20150415,1,210,40,40,60,97,     ,77,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2015-04-15 01:00:00,286,20150415,2,210,40,40,50,82,     ,69,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-15 02:00:00,286,20150415,3,190,30,30,40,67,     ,60,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-15 03:00:00,286,20150415,4,200,40,40,50,62,     ,56,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-15 04:00:00,286,20150415,5,210,50,50,70,65,     ,59,0,2,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-15 05:00:00,286,20150415,6,210,50,50,70,84,   56,75,10,31,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-15 06:00:00,286,20150415,7,220,50,60,80,114,     ,84,10,83,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-15 07:00:00,286,20150415,8,230,60,60,90,142,     ,92,10,143,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2015-04-15 08:00:00,286,20150415,9,240,60,70,100,164,     ,98,10,195,0,0,     ,     ,     ,65,     ,6,     ,     ,     ,     ,     
2015-04-15 09:00:00,286,20150415,10,250,80,80,120,177,     ,99,10,235,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2015-04-15 10:00:00,286,20150415,11,250,80,90,120,191,     ,88,10,262,0,0,     ,     ,     ,51,     ,6,     ,     ,     ,     ,     
2015-04-15 11:00:00,286,20150415,12,260,100,100,140,197,   83,87,10,273,0,0,     ,     ,     ,49,     ,6,     ,     ,     ,     ,     
2015-04-15 12:00:00,286,20150415,13,250,100,110,160,199,     ,87,10,262,0,0,     ,     ,     ,48,     ,6,     ,     ,     ,     ,     
2015-04-15 13:00:00,286,20150415,14,260,110,100,160,194,     ,82,10,239,0,0,     ,     ,     ,48,     ,6,     ,     ,     ,     ,     
2015-04-15 14:00:00,286,20150415,15,260,100,90,140,175,     ,77,10,199,0,0,     ,     ,     ,53,     ,6,     ,     ,     ,     ,     
2015-04-15 15:00:00,286,20150415,16,310,90,90,120,145,     ,88,10,147,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2015-04-15 16:00:00,286,20150415,17,310,80,70,120,118,     ,69,10,89,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2015-04-15 17:00:00,286,20150415,18,310,50,50,90,98,   94,69,8,32,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-15 18:00:00,286,20150415,19,310,50,50,70,91,     ,72,0,2,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2015-04-15 19:00:00,286,20150415,20,320,40,40,70,89,     ,72,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2015-04-15 20:00:00,286,20150415,21,330,40,50,70,88,     ,73,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2015-04-15 21:00:00,286,20150415,22,310,40,40,60,86,     ,73,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2015-04-15 22:00:00,286,20150415,23,330,40,50,60,87,     ,72,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2015-04-15 23:00:00,286,20150415,24,340,50,50,70,83,   80,66,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2015-04-16 00:00:00,286,20150416,1,350,50,40,70,72,     ,53,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2015-04-16 01:00:00,286,20150416,2,360,30,20,50,52,     ,42,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-16 02:00:00,286,20150416,3,360,30,30,40,42,     ,36,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-16 03:00:00,286,20150416,4,320,20,10,30,29,     ,20,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-16 04:00:00,286,20150416,5,280,10,10,20,37,     ,35,0,3,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-16 05:00:00,286,20150416,6,260,20,20,20,57,   18,49,10,39,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-16 06:00:00,286,20150416,7,300,20,30,40,78,     ,48,10,90,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2015-04-16 07:00:00,286,20150416,8,330,30,40,50,87,     ,31,9,127,0,0,     ,     ,     ,68,     ,6,     ,     ,     ,     ,     
2015-04-16 08:00:00,286,20150416,9,330,40,40,70,97,     ,36,10,201,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2015-04-16 09:00:00,286,20150416,10,330,50,50,80,102,     ,30,10,246,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2015-04-16 10:00:00,286,20150416,11,350,50,50,80,105,     ,33,9,254,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2015-04-16 11:00:00,286,20150416,12,340,60,60,90,108,   59,24,10,278,0,0,     ,     ,     ,56,     ,6,     ,     ,     ,     ,     
2015-04-16 12:00:00,286,20150416,13,340,50,60,90,111,     ,27,10,273,0,0,     ,     ,     ,56,     ,6,     ,     ,     ,     ,     
2015-04-16 13:00:00,286,20150416,14,340,60,70,100,105,     ,27,10,247,0,0,     ,     ,     ,58,     ,6,     ,     ,     ,     ,     
2015-04-16 14:00:00,286,20150416,15,350,60,60,90,106,     ,35,10,178,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2015-04-16 15:00:00,286,20150416,16,340,60,70,90,101,     ,24,10,161,0,0,     ,     ,     ,59,     ,6,     ,     ,     ,     ,     
2015-04-16 16:00:00,286,20150416,17,350,60,60,90,90,     ,16,9,72,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2015-04-16 17:00:00,286,20150416,18,350,50,40,70,73,   68,25,10,33,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2015-04-16 18:00:00,286,20150416,19,350,40,40,50,54,     ,25,0,3,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-16 19:00:00,286,20150416,20,350,30,20,40,39,     ,20,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2015-04-16 20:00:00,286,20150416,21,340,20,20,30,30,     ,16,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2015-04-16 21:00:00,286,20150416,22,310,30,30,30,12,     ,4,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-16 22:00:00,286,20150416,23,330,30,20,30,15,     ,10,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-16 23:00:00,286,20150416,24,330,10,10,20,22,    1,16,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-17 00:00:00,286,20150417,1,250,10,10,20,30,     ,24,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2015-04-17 01:00:00,286,20150417,2,290,20,20,30,19,     ,17,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-17 02:00:00,286,20150417,3,320,30,20,30,23,     ,21,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-17 03:00:00,286,20150417,4,270,20,20,30,45,     ,40,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2015-04-17 04:00:00,286,20150417,5,280,20,30,40,53,     ,45,0,3,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2015-04-17 05:00:00,286,20150417,6,280,30,30,40,62,    4,51,0,16,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-17 06:00:00,286,20150417,7,350,30,40,70,77,     ,59,0,30,2,1,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2015-04-17 07:00:00,286,20150417,8,360,60,70,90,75,     ,34,6,89,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2015-04-17 08:00:00,286,20150417,9,350,60,70,110,86,     ,38,9,166,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2015-04-17 09:00:00,286,20150417,10,360,80,80,110,99,     ,22,9,216,0,0,     ,     ,     ,59,     ,6,     ,     ,     ,     ,     
2015-04-17 10:00:00,286,20150417,11,350,80,80,120,98,     ,21,10,271,0,0,     ,     ,     ,59,     ,6,     ,     ,     ,     ,     
2015-04-17 11:00:00,286,20150417,12,360,70,70,110,96,   64,25,10,270,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2015-04-17 12:00:00,286,20150417,13,360,70,70,110,100,     ,28,10,261,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2015-04-17 13:00:00,286,20150417,14,360,70,70,100,100,     ,33,10,247,0,0,     ,     ,     ,63,     ,6,     ,     ,     ,     ,     
2015-04-17 14:00:00,286,20150417,15,360,70,70,100,106,     ,35,10,206,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2015-04-17 15:00:00,286,20150417,16,350,70,60,100,101,     ,24,10,162,0,0,     ,     ,     ,59,     ,6,     ,     ,     ,     ,     
2015-04-17 16:00:00,286,20150417,17,350,60,60,90,93,     ,36,10,102,0,0,     ,     ,     ,67,     ,6,     ,     ,     ,     ,     
2015-04-17 17:00:00,286,20150417,18,360,60,60,90,78,   73,24,10,43,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2015-04-17 18:00:00,286,20150417,19,350,50,50,80,60,     ,22,0,5,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2015-04-17 19:00:00,286,20150417,20,360,40,50,70,57,     ,24,0,0,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2015-04-17 20:00:00,286,20150417,21,360,50,50,60,60,     ,32,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-17 21:00:00,286,20150417,22,10,50,50,70,60,     ,36,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-17 22:00:00,286,20150417,23,20,60,50,70,64,     ,44,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2015-04-17 23:00:00,286,20150417,24,20,40,30,70,41,   26,32,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-18 00:00:00,286,20150418,1,20,40,40,40,34,     ,24,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-18 01:00:00,286,20150418,2,20,30,20,40,28,     ,26,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2015-04-18 02:00:00,286,20150418,3,360,30,20,40,17,     ,17,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2015-04-18 03:00:00,286,20150418,4,350,20,20,30,10,     ,7,0,0,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2015-04-18 04:00:00,286,20150418,5,10,30,40,40,20,     ,12,0,3,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2015-04-18 05:00:00,286,20150418,6,360,30,20,40,60,  -12,50,10,41,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2015-04-18 06:00:00,286,20150418,7,10,30,30,50,82,     ,55,10,91,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2015-04-18 07:00:00,286,20150418,8,30,40,40,50,96,     ,49,10,147,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2015-04-18 08:00:00,286,20150418,9,10,30,40,60,106,     ,47,10,200,0,0,     ,     ,     ,67,     ,6,     ,     ,     ,     ,     
2015-04-18 09:00:00,286,20150418,10,360,30,40,60,118,     ,50,10,242,0,0,     ,     ,     ,63,     ,6,     ,     ,     ,     ,     
2015-04-18 10:00:00,286,20150418,11,320,40,40,70,127,     ,51,10,273,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2015-04-18 11:00:00,286,20150418,12,330,50,50,80,128,   62,63,10,285,0,0,     ,     ,     ,65,     ,6,     ,     ,     ,     ,     
2015-04-18 12:00:00,286,20150418,13,330,50,60,80,127,     ,58,10,274,0,0,     ,     ,     ,63,     ,6,     ,     ,     ,     ,     
2015-04-18 13:00:00,286,20150418,14,330,70,70,100,118,     ,48,10,252,0,0,     ,     ,     ,62,     ,6,     ,     ,     ,     ,     
2015-04-18 14:00:00,286,20150418,15,340,70,70,100,106,     ,55,10,213,0,0,     ,     ,     ,71,     ,6,     ,     ,     ,     ,     
2015-04-18 15:00:00,286,20150418,16,340,70,80,90,97,     ,54,10,161,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2015-04-18 16:00:00,286,20150418,17,330,60,60,100,84,     ,46,10,95,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2015-04-18 17:00:00,286,20150418,18,340,50,50,80,71,   69,41,10,40,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2015-04-18 18:00:00,286,20150418,19,330,50,40,70,54,     ,32,0,5,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-18 19:00:00,286,20150418,20,300,30,30,50,56,     ,33,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2015-04-18 20:00:00,286,20150418,21,300,30,30,50,47,     ,26,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-18 21:00:00,286,20150418,22,300,30,30,40,58,     ,30,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2015-04-18 22:00:00,286,20150418,23,300,40,40,70,60,     ,29,0,0,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2015-04-18 23:00:00,286,20150418,24,280,30,30,60,46,   42,25,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2015-04-19 00:00:00,286,20150419,1,250,30,30,40,39,     ,22,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2015-04-19 01:00:00,286,20150419,2,240,30,30,40,43,     ,29,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2015-04-19 02:00:00,286,20150419,3,230,30,30,40,45,     ,32,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
