,# STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
2016-09-24 15:00:00,286,20160924,16,200,40,40,60,217,     ,120,10,75,0,0,     ,     ,     ,54,     ,6,     ,     ,     ,     ,     
2016-09-24 16:00:00,286,20160924,17,180,30,20,50,204,     ,117,8,26,0,0,     ,     ,     ,57,     ,6,     ,     ,     ,     ,     
2016-09-24 17:00:00,286,20160924,18,150,20,30,40,172,  155,113,0,1,0,0,     ,     ,     ,68,     ,6,     ,     ,     ,     ,     
2016-09-24 18:00:00,286,20160924,19,140,30,30,40,159,     ,109,0,0,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2016-09-24 19:00:00,286,20160924,20,140,40,40,40,157,     ,110,0,0,0,0,     ,     ,     ,74,     ,6,     ,     ,     ,     ,     
2016-09-24 20:00:00,286,20160924,21,140,40,40,50,151,     ,107,0,0,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2016-09-24 21:00:00,286,20160924,22,140,40,40,60,146,     ,105,0,0,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2016-09-24 22:00:00,286,20160924,23,140,40,30,60,137,     ,100,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-09-24 23:00:00,286,20160924,24,140,40,40,60,135,  127,98,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-09-25 00:00:00,286,20160925,1,140,40,40,60,132,     ,95,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-09-25 01:00:00,286,20160925,2,140,40,40,50,126,     ,92,0,0,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-09-25 02:00:00,286,20160925,3,140,40,30,50,119,     ,88,0,0,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-09-25 03:00:00,286,20160925,4,140,40,40,50,116,     ,87,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-09-25 04:00:00,286,20160925,5,140,40,40,60,112,     ,85,0,0,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-09-25 05:00:00,286,20160925,6,140,40,40,60,114,  104,85,2,5,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-09-25 06:00:00,286,20160925,7,140,40,40,60,133,     ,96,10,42,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-09-25 07:00:00,286,20160925,8,150,50,50,70,162,     ,104,10,94,0,0,     ,     ,     ,68,     ,6,     ,     ,     ,     ,     
2016-09-25 08:00:00,286,20160925,9,160,50,50,80,186,     ,106,10,141,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2016-09-25 09:00:00,286,20160925,10,150,50,50,70,207,     ,117,10,179,0,0,     ,     ,     ,56,     ,6,     ,     ,     ,     ,     
2016-09-25 10:00:00,286,20160925,11,150,50,50,80,223,     ,120,10,201,0,0,     ,     ,     ,52,     ,6,     ,     ,     ,     ,     
2016-09-25 11:00:00,286,20160925,12,150,60,60,80,237,  109,118,10,207,0,0,     ,     ,     ,47,     ,6,     ,     ,     ,     ,     
2016-09-25 12:00:00,286,20160925,13,150,60,60,90,247,     ,120,10,194,0,0,     ,     ,     ,45,     ,6,     ,     ,     ,     ,     
2016-09-25 13:00:00,286,20160925,14,170,60,50,90,254,     ,112,10,162,0,0,     ,     ,     ,41,     ,6,     ,     ,     ,     ,     
2016-09-25 14:00:00,286,20160925,15,190,60,60,90,255,     ,112,10,116,0,0,     ,     ,     ,41,     ,6,     ,     ,     ,     ,     
2016-09-25 15:00:00,286,20160925,16,180,50,40,80,250,     ,112,10,76,0,0,     ,     ,     ,42,     ,6,     ,     ,     ,     ,     
2016-09-25 16:00:00,286,20160925,17,220,30,30,50,220,     ,118,7,23,0,0,     ,     ,     ,52,     ,6,     ,     ,     ,     ,     
2016-09-25 17:00:00,286,20160925,18,270,60,70,90,197,  190,147,0,1,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2016-09-25 18:00:00,286,20160925,19,270,70,60,130,183,     ,144,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-09-25 19:00:00,286,20160925,20,270,40,30,70,164,     ,151,0,0,4,18,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2016-09-25 20:00:00,286,20160925,21,250,20,20,30,144,     ,137,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-09-25 21:00:00,286,20160925,22,240,30,40,50,141,     ,130,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-09-25 22:00:00,286,20160925,23,230,30,30,50,138,     ,131,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-09-25 23:00:00,286,20160925,24,220,30,20,40,141,  132,134,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-09-26 00:00:00,286,20160926,1,200,20,30,40,139,     ,131,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-09-26 01:00:00,286,20160926,2,200,20,20,30,127,     ,120,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-09-26 02:00:00,286,20160926,3,210,20,20,30,115,     ,112,0,0,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2016-09-26 03:00:00,286,20160926,4,220,30,20,40,112,     ,111,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2016-09-26 04:00:00,286,20160926,5,210,20,10,30,108,     ,107,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2016-09-26 05:00:00,286,20160926,6,190,20,20,20,101,   86,100,2,4,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2016-09-26 06:00:00,286,20160926,7,210,20,20,30,121,     ,119,10,41,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2016-09-26 07:00:00,286,20160926,8,250,20,30,40,154,     ,131,10,92,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-09-26 08:00:00,286,20160926,9,240,20,20,40,175,     ,127,10,141,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2016-09-26 09:00:00,286,20160926,10,270,20,20,40,189,     ,110,10,180,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2016-09-26 10:00:00,286,20160926,11,220,20,20,40,200,     ,108,10,209,0,0,     ,     ,     ,55,     ,6,     ,     ,     ,     ,     
2016-09-26 11:00:00,286,20160926,12,260,20,30,50,199,   95,105,9,205,0,0,     ,     ,     ,55,     ,6,     ,     ,     ,     ,     
2016-09-26 12:00:00,286,20160926,13,350,20,20,40,200,     ,108,7,128,0,0,     ,     ,     ,55,     ,6,     ,     ,     ,     ,     
2016-09-26 13:00:00,286,20160926,14,290,20,30,40,206,     ,93,9,141,0,0,     ,     ,     ,48,     ,6,     ,     ,     ,     ,     
2016-09-26 14:00:00,286,20160926,15,340,30,30,60,192,     ,115,4,72,0,0,     ,     ,     ,61,     ,6,     ,     ,     ,     ,     
2016-09-26 15:00:00,286,20160926,16,360,20,20,40,186,     ,111,2,41,0,0,     ,     ,     ,62,     ,6,     ,     ,     ,     ,     
2016-09-26 16:00:00,286,20160926,17,350,30,30,50,168,     ,120,7,17,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2016-09-26 17:00:00,286,20160926,18,350,30,30,40,152,  143,113,0,1,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-09-26 18:00:00,286,20160926,19,40,20,20,30,129,     ,105,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-09-26 19:00:00,286,20160926,20,60,20,20,20,123,     ,103,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-09-26 20:00:00,286,20160926,21,70,20,20,30,113,     ,96,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-09-26 21:00:00,286,20160926,22,60,10,10,20,111,     ,100,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-09-26 22:00:00,286,20160926,23,10,10,10,20,102,     ,92,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-09-26 23:00:00,286,20160926,24,60,10,10,10,95,   76,86,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-09-27 00:00:00,286,20160927,1,100,10,10,10,96,     ,96,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-09-27 01:00:00,286,20160927,2,70,10,10,10,82,     ,76,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-09-27 02:00:00,286,20160927,3,60,10,10,10,82,     ,82,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-09-27 03:00:00,286,20160927,4,100,10,20,20,76,     ,76,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-09-27 04:00:00,286,20160927,5,0,10,0,20,72,     ,71,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2016-09-27 05:00:00,286,20160927,6,0,0,0,10,73,   53,73,0,3,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2016-09-27 06:00:00,286,20160927,7,180,10,10,10,99,     ,94,10,32,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-09-27 07:00:00,286,20160927,8,200,20,30,40,135,     ,110,10,81,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-09-27 08:00:00,286,20160927,9,180,30,30,40,165,     ,121,10,133,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2016-09-27 09:00:00,286,20160927,10,200,30,40,60,188,     ,131,10,169,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2016-09-27 10:00:00,286,20160927,11,190,40,50,70,207,     ,125,10,194,0,0,     ,     ,     ,59,     ,6,     ,     ,     ,     ,     
2016-09-27 11:00:00,286,20160927,12,200,50,60,90,209,   61,118,10,173,0,0,     ,     ,     ,56,     ,6,     ,     ,     ,     ,     
2016-09-27 12:00:00,286,20160927,13,190,60,60,100,213,     ,92,10,175,0,0,     ,     ,     ,46,     ,6,     ,     ,     ,     ,     
2016-09-27 13:00:00,286,20160927,14,210,70,70,100,211,     ,89,10,162,0,0,     ,     ,     ,46,     ,6,     ,     ,     ,     ,     
2016-09-27 14:00:00,286,20160927,15,210,70,70,100,211,     ,86,10,127,0,0,     ,     ,     ,45,     ,6,     ,     ,     ,     ,     
2016-09-27 15:00:00,286,20160927,16,220,60,60,100,202,     ,92,10,73,0,0,     ,     ,     ,49,     ,6,     ,     ,     ,     ,     
2016-09-27 16:00:00,286,20160927,17,200,50,40,80,181,     ,93,7,21,0,0,     ,     ,     ,56,     ,6,     ,     ,     ,     ,     
2016-09-27 17:00:00,286,20160927,18,210,30,30,50,148,  131,86,0,1,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2016-09-27 18:00:00,286,20160927,19,200,30,30,40,139,     ,85,0,0,0,0,     ,     ,     ,70,     ,6,     ,     ,     ,     ,     
2016-09-27 19:00:00,286,20160927,20,200,40,40,60,149,     ,89,0,0,0,0,     ,     ,     ,67,     ,6,     ,     ,     ,     ,     
2016-09-27 20:00:00,286,20160927,21,190,50,50,80,153,     ,90,0,0,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2016-09-27 21:00:00,286,20160927,22,200,50,40,80,151,     ,95,0,0,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2016-09-27 22:00:00,286,20160927,23,210,50,60,80,157,     ,93,0,0,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2016-09-27 23:00:00,286,20160927,24,210,60,60,90,163,  122,91,0,0,0,0,     ,     ,     ,62,     ,6,     ,     ,     ,     ,     
2016-09-28 00:00:00,286,20160928,1,210,60,60,80,165,     ,98,0,0,0,0,     ,     ,     ,65,     ,6,     ,     ,     ,     ,     
2016-09-28 01:00:00,286,20160928,2,210,70,70,110,151,     ,115,0,0,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-09-28 02:00:00,286,20160928,3,210,60,60,90,157,     ,115,0,0,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2016-09-28 03:00:00,286,20160928,4,230,60,70,100,166,     ,135,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-09-28 04:00:00,286,20160928,5,230,70,70,100,164,     ,140,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-09-28 05:00:00,286,20160928,6,230,70,60,100,160,  143,144,0,2,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-09-28 06:00:00,286,20160928,7,240,70,70,100,168,     ,149,7,27,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-09-28 07:00:00,286,20160928,8,240,80,90,130,187,     ,150,7,72,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-09-28 08:00:00,286,20160928,9,250,90,90,140,199,     ,144,7,110,0,0,     ,     ,     ,71,     ,6,     ,     ,     ,     ,     
2016-09-28 09:00:00,286,20160928,10,240,100,100,140,200,     ,133,4,113,0,0,     ,     ,     ,65,     ,6,     ,     ,     ,     ,     
2016-09-28 10:00:00,286,20160928,11,240,110,110,140,216,     ,128,6,156,0,0,     ,     ,     ,57,     ,6,     ,     ,     ,     ,     
2016-09-28 11:00:00,286,20160928,12,250,100,90,150,217,  154,127,6,159,0,0,     ,     ,     ,57,     ,6,     ,     ,     ,     ,     
2016-09-28 12:00:00,286,20160928,13,250,90,90,120,217,     ,120,7,155,0,0,     ,     ,     ,54,     ,6,     ,     ,     ,     ,     
2016-09-28 13:00:00,286,20160928,14,240,90,100,140,209,     ,111,2,91,0,0,     ,     ,     ,53,     ,6,     ,     ,     ,     ,     
2016-09-28 14:00:00,286,20160928,15,250,90,90,140,201,     ,120,0,59,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2016-09-28 15:00:00,286,20160928,16,240,90,100,130,196,     ,126,5,45,0,0,     ,     ,     ,64,     ,6,     ,     ,     ,     ,     
2016-09-28 16:00:00,286,20160928,17,240,90,100,140,186,     ,123,7,27,0,0,     ,     ,     ,67,     ,6,     ,     ,     ,     ,     
2016-09-28 17:00:00,286,20160928,18,240,80,60,130,175,  170,128,0,1,0,0,     ,     ,     ,74,     ,6,     ,     ,     ,     ,     
2016-09-28 18:00:00,286,20160928,19,220,60,60,90,173,     ,132,0,0,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-09-28 19:00:00,286,20160928,20,210,60,50,90,168,     ,130,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-09-28 20:00:00,286,20160928,21,210,50,50,70,165,     ,123,0,0,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2016-09-28 21:00:00,286,20160928,22,210,60,60,80,170,     ,133,0,0,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-09-28 22:00:00,286,20160928,23,220,70,70,100,174,     ,140,0,0,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-09-28 23:00:00,286,20160928,24,210,70,80,100,170,  159,136,0,0,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-09-29 00:00:00,286,20160929,1,220,70,80,110,171,     ,140,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-09-29 01:00:00,286,20160929,2,220,80,70,120,171,     ,140,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-09-29 02:00:00,286,20160929,3,200,70,60,100,169,     ,136,0,0,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-09-29 03:00:00,286,20160929,4,200,70,70,100,165,     ,126,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-09-29 04:00:00,286,20160929,5,210,80,80,110,164,     ,115,0,0,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2016-09-29 05:00:00,286,20160929,6,220,90,80,130,161,  155,104,0,2,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2016-09-29 06:00:00,286,20160929,7,220,80,90,120,166,     ,111,0,10,0,0,     ,     ,     ,70,     ,6,     ,     ,     ,     ,     
2016-09-29 07:00:00,286,20160929,8,220,100,100,140,170,     ,124,0,18,0,0,     ,     ,     ,74,     ,6,     ,     ,     ,     ,     
2016-09-29 08:00:00,286,20160929,9,220,100,100,140,175,     ,136,0,42,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-09-29 09:00:00,286,20160929,10,220,100,90,150,174,     ,141,0,35,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-09-29 10:00:00,286,20160929,11,220,100,100,140,175,     ,144,0,36,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-09-29 11:00:00,286,20160929,12,220,110,110,150,178,  155,144,0,44,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-09-29 12:00:00,286,20160929,13,220,100,100,150,180,     ,149,0,50,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-09-29 13:00:00,286,20160929,14,220,100,110,140,171,     ,156,0,32,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-09-29 14:00:00,286,20160929,15,230,90,80,140,164,     ,158,0,13,6,8,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-09-29 15:00:00,286,20160929,16,250,90,80,170,148,     ,136,0,8,10,48,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-09-29 16:00:00,286,20160929,17,220,70,70,100,144,     ,138,0,4,10,17,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-09-29 17:00:00,286,20160929,18,230,60,60,90,144,  142,139,0,0,10,8,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-09-29 18:00:00,286,20160929,19,230,60,60,90,139,     ,131,0,0,0,-1,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-09-29 19:00:00,286,20160929,20,220,60,60,80,135,     ,129,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-09-29 20:00:00,286,20160929,21,220,60,60,90,137,     ,131,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-09-29 21:00:00,286,20160929,22,230,60,60,90,141,     ,131,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-09-29 22:00:00,286,20160929,23,220,50,40,80,135,     ,126,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-09-29 23:00:00,286,20160929,24,230,50,50,70,140,  129,127,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2016-09-30 00:00:00,286,20160930,1,210,50,40,70,134,     ,126,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-09-30 01:00:00,286,20160930,2,220,40,40,60,131,     ,120,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-09-30 02:00:00,286,20160930,3,210,50,50,70,125,     ,118,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-09-30 03:00:00,286,20160930,4,210,50,50,60,123,     ,115,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-09-30 04:00:00,286,20160930,5,200,50,40,60,122,     ,115,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-09-30 05:00:00,286,20160930,6,210,40,40,60,121,  116,114,0,1,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-09-30 06:00:00,286,20160930,7,210,50,50,70,123,     ,115,0,16,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-09-30 07:00:00,286,20160930,8,210,50,50,70,137,     ,119,2,51,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-09-30 08:00:00,286,20160930,9,220,50,50,70,145,     ,123,2,68,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-09-30 09:00:00,286,20160930,10,220,60,80,100,163,     ,118,9,154,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2016-09-30 10:00:00,286,20160930,11,250,80,70,110,170,     ,111,9,178,0,0,     ,     ,     ,68,     ,6,     ,     ,     ,     ,     
2016-09-30 11:00:00,286,20160930,12,240,70,70,110,170,  118,103,7,134,0,0,     ,     ,     ,65,     ,6,     ,     ,     ,     ,     
2016-09-30 12:00:00,286,20160930,13,260,70,60,100,162,     ,105,6,114,3,7,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2016-09-30 13:00:00,286,20160930,14,260,70,70,100,164,     ,100,9,128,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2016-09-30 14:00:00,286,20160930,15,220,60,50,90,165,     ,108,9,87,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2016-09-30 15:00:00,286,20160930,16,240,60,50,90,163,     ,96,10,67,0,0,     ,     ,     ,64,     ,6,     ,     ,     ,     ,     
2016-09-30 16:00:00,286,20160930,17,230,40,30,70,139,     ,99,5,20,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-09-30 17:00:00,286,20160930,18,200,30,30,40,122,  108,94,0,0,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-09-30 18:00:00,286,20160930,19,200,30,30,40,123,     ,99,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-09-30 19:00:00,286,20160930,20,200,40,40,50,114,     ,95,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-09-30 20:00:00,286,20160930,21,200,40,40,60,110,     ,90,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-09-30 21:00:00,286,20160930,22,180,30,30,50,108,     ,89,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-09-30 22:00:00,286,20160930,23,170,30,30,50,102,     ,85,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-09-30 23:00:00,286,20160930,24,160,30,30,40,93,   86,84,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-10-01 00:00:00,286,20161001,1,170,30,30,40,94,     ,83,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-10-01 01:00:00,286,20161001,2,300,20,10,40,95,     ,87,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-10-01 02:00:00,286,20161001,3,160,10,20,30,93,     ,86,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-10-01 03:00:00,286,20161001,4,140,20,30,40,83,     ,77,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-10-01 04:00:00,286,20161001,5,150,40,40,50,80,     ,74,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-10-01 05:00:00,286,20161001,6,150,30,40,40,83,   76,77,0,1,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-10-01 06:00:00,286,20161001,7,180,30,40,50,100,     ,89,0,11,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-10-01 07:00:00,286,20161001,8,220,40,30,60,113,     ,110,0,13,6,10,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2016-10-01 08:00:00,286,20161001,9,160,30,30,50,129,     ,114,2,57,0,-1,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-10-01 09:00:00,286,20161001,10,140,40,30,60,144,     ,125,0,78,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-10-01 10:00:00,286,20161001,11,130,30,40,60,163,     ,124,2,122,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-10-01 11:00:00,286,20161001,12,160,40,20,60,165,   80,120,2,117,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2016-10-01 12:00:00,286,20161001,13,150,30,30,60,167,     ,114,0,82,0,0,     ,     ,     ,71,     ,6,     ,     ,     ,     ,     
2016-10-01 13:00:00,286,20161001,14,160,30,30,50,163,     ,113,0,46,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2016-10-01 14:00:00,286,20161001,15,150,30,30,50,160,     ,118,0,43,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2016-10-01 15:00:00,286,20161001,16,140,20,20,30,157,     ,121,3,34,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-10-01 16:00:00,286,20161001,17,120,20,30,30,147,     ,123,0,6,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-10-01 17:00:00,286,20161001,18,150,30,40,50,140,  135,120,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-10-01 18:00:00,286,20161001,19,170,30,30,50,130,     ,111,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-10-01 19:00:00,286,20161001,20,160,30,20,40,117,     ,106,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-10-01 20:00:00,286,20161001,21,200,40,40,100,127,     ,108,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-10-01 21:00:00,286,20161001,22,170,40,30,60,115,     ,98,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-10-01 22:00:00,286,20161001,23,180,30,30,50,105,     ,94,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-10-01 23:00:00,286,20161001,24,180,30,40,50,110,   97,103,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-10-02 00:00:00,286,20161002,1,190,40,40,60,114,     ,106,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-10-02 01:00:00,286,20161002,2,190,40,50,70,107,     ,99,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-10-02 02:00:00,286,20161002,3,190,50,40,70,98,     ,91,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-10-02 03:00:00,286,20161002,4,190,40,50,60,94,     ,87,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-10-02 04:00:00,286,20161002,5,190,50,40,70,90,     ,84,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-10-02 05:00:00,286,20161002,6,180,40,40,70,87,   82,81,0,2,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-10-02 06:00:00,286,20161002,7,190,50,50,80,99,     ,89,8,34,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-10-02 07:00:00,286,20161002,8,190,60,60,90,110,     ,93,10,74,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-10-02 08:00:00,286,20161002,9,200,70,70,100,114,     ,95,4,74,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-10-02 09:00:00,286,20161002,10,200,70,60,100,117,     ,95,0,55,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-10-02 10:00:00,286,20161002,11,190,60,60,90,125,     ,99,0,63,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
